Date,Prod A,Prod B,Prod C,Prod D,Prod E,Prod F,Prod G,Disc Prod A,Exchange_rate,Holidays
2013-08-14,0,0.6429,3.0428,0.3428,37.138736,0,11.37503,5.8147214401764e-02,556.18,0
2013-08-15,1599.3,669.7535,197.8036,1206.5669,31.3783,224.178,57.013,3.50590417826723e-02,556.18,1
2013-08-16,5191.4476,2155.6081,365.0511,2922.7037,44.784339,674.939600000001,89.287421,3.37058852367878e-02,556.18,0
2013-08-17,6849.0869,2545.5356,503.5836,3076.89200000001,76.373123,791.408000000001,104.595493,3.24812300131657e-02,556.53,0
2013-08-18,6396.39550000001,2236.6571,628.952400000001,2928.544,47.782056,877.6864,112.578349,3.32902467973013e-02,556.57,0
2013-08-19,5810.962,2323.7843,522.363800000001,3093.2402,36.851762,810.728600000001,39.792484,3.36956290357777e-02,557.34,0
2013-08-20,4605.1134,1751.0704,270.3603,2545.7358,55.991911,556.224800000001,12.805889,3.85874556540264e-02,557.8,0
2013-08-21,0,220.8432,86.8921,305.7405,65.576812,80.6317,49.721508,3.33086726006139e-02,557.8,0
2013-08-22,4239.1923,1663.0508,396.1876,2426.84109999999,65.0705,670.0423,97.2169,4.01859514458681e-02,557.8,0
2013-08-23,6069.45200000001,2239.7556,435.4802,2971.4733,129.666034,772.373800000001,106.094786,3.4450899893124e-02,557.65,0
2013-08-24,6675.6634,2357.654,494.0966,3043.0942,110.453503,671.434300000002,160.168379,3.53039964686167e-02,557.63,0
2013-08-25,6627.9545,2254.7052,573.15,2791.8742,156.901495,674.5324,148.411219,3.89898007200035e-02,557.62,0
2013-08-26,5297.1324,2014.2304,523.856900000001,2741.3583,42.435235,669.076100000001,60.524251,3.38395827227822e-02,558.69,0
2013-08-27,4345.2439,1590.9559,252.5522,2455.5485,161.777024,550.8114,99.152889,4.04531185645148e-02,558.77,0
2013-08-28,0,126.9313,29.3474,137.143,64.635311,33.3441,21.895783,2.94716951183242e-02,558.77,0
2013-08-29,5346.2632,1591.6345,504.5315,2152.0281,210.5859,501.649200000001,147.8748,4.44460644237243e-02,558.77,0
2013-08-30,7975.7711,2181.4906,421.064700000001,3072.5548,94.2816,738.4321,158.62518,3.92977060106107e-02,558.63,0
2013-08-31,7757.929,2429.4491,460.1755,3138.46460000001,151.608368,676.508800000001,285.161311,3.85135536942517e-02,558.64,0
2013-09-01,4984.7735,1920.2387,484.2647,3026.2941,50.576335,671.170700000001,111.332795,3.45481757779744e-02,558.63,0
2013-09-02,4242.04950000001,2252.4325,441.8708,3200.4874,36.432638,697.4378,52.654491,3.07097749371653e-02,558.6,0
2013-09-03,3109.7182,1840.878,252.109,2830.3837,51.658077,520.0536,27.983287,3.43299205089687e-02,558.6,0
2013-09-04,0,136.1293,27.636,115.0379,52.171791,32.8345,13.758542,3.54881325336433e-02,558.6,0
2013-09-05,4374.6395,1590.8054,357.632,2280.3122,41.5372,452.9682,40.9175,4.51057723053647e-02,558.6,0
2013-09-06,7115.6236,2571.1694,515.316800000001,3287.8361,79.628941,678.973,102.932837,4.62043608451973e-02,558.61,0
2013-09-07,7306.188,2720.6434,673.4244,3423.7677,58.159552,837.2612,64.609954,5.01856415025643e-02,558.59,0
2013-09-08,7379.1201,2444.662,486.2614,3348.0125,55.994305,690.369300000001,83.200324,4.66678720452416e-02,558.83,0
2013-09-09,6371.48990000001,2463.3973,512.5569,3199.1697,10.31876,699.226600000001,40.272201,4.44628878709199e-02,558.96,0
2013-09-10,4244.5951,2098.1142,378.575,3071.9089,72.240632,651.563700000001,73.735161,4.75973032490145e-02,558.99,0
2013-09-11,0,148.7532,23.7231,150.9764,38.970877,35.3976,15.357046,3.45360791097253e-02,558.99,0
2013-09-12,5698.0088,1935.8087,650.7179,2655.403,12.7375,607.533400000001,51.5158,4.50675351185073e-02,558.99,0
2013-09-13,6932.5526,2669.1129,532.2002,3662.1721,42.511545,729.834500000001,117.793943,3.67888210999917e-02,559.1,0
2013-09-14,4005.1341,1808.2675,385.1464,2253.7738,67.186676,506.269000000001,80.8320439999999,3.99946696348458e-02,558.78,0
2013-09-15,3096.8233,1249.5356,271.6362,1956.4171,47.3365,425.369600000001,129.8507,3.44378026850232e-02,558.08,1
2013-09-16,6176.35340000001,1894.5134,406.7191,3394.0746,59.355451,685.422000000001,89.710321,3.63810455165063e-02,558.08,0
2013-09-17,4130.0909,1960.7309,383.0193,3277.8747,79.0679,590.638600000001,47.115237,3.45105143732568e-02,557.76,0
2013-09-18,0,129.6184,37.594,168.4342,64.330025,32.0455,36.249362,4.62549451057483e-02,557.76,0
2013-09-19,4324.1529,1825.5594,443.9911,2696.26959999999,23.3583,525.4655,48.7,3.6453201854545e-02,557.76,0
2013-09-20,6441.87330000001,2466.3284,518.4223,3112.6524,64.71329,695.3359,139.465909,3.38008631862773e-02,557.69,0
2013-09-21,5924.4409,2624.3266,563.7248,3167.605,71.594574,814.807300000001,83.123254,3.45601674094614e-02,557.77,0
2013-09-22,5380.0568,2331.3058,558.4891,2864.3561,79.619524,678.529600000002,124.591444,3.51259914648858e-02,557.92,0
2013-09-23,4970.8614,2227.4286,415.6637,3085.3614,124.714197,762.951600000001,302.450657,3.68367517092884e-02,558.56,0
2013-09-24,3209.1652,1771.5827,294.2194,2993.18689999999,358.345638,692.403800000001,80.619655,3.67521945186544e-02,558.59,0
2013-09-25,0,78.2133,14.3299,121.1548,69.282082,39.693,30.124403,3.84352608356805e-02,558.59,0
2013-09-26,4656.5625,1623.7185,392.604,2314.2393,39.7472,574.443500000001,142.8702,4.29438538013253e-02,558.59,0
2013-09-27,7432.1913,2297.9219,544.497700000001,3374.8041,90.297836,757.846100000001,209.896063,4.18144438657633e-02,558.62,0
2013-09-28,8020.8731,2358.7308,455.2052,3113.46159999999,114.509691,845.9184,166.961328,4.35014166363182e-02,558.63,0
2013-09-29,6653.3836,2219.743,501.7226,2962.2547,92.43349,662.805300000001,302.473838,4.56313452280306e-02,558.61,0
2013-09-30,7239.56129999999,2874.1327,411.6608,3833.62400000001,447.595838,761.571900000001,288.364435,4.22874500840849e-02,558.8,0
2013-10-01,2591.4742,810.3813,116.655,1044.5983,29.470501,252.7822,20.321641,3.76806878318981e-02,558.86,0
2013-10-02,0,1037.523,193.7917,1355.7739,46.485064,275.133,16.876804,4.13435969198934e-02,558.86,0
2013-10-03,4622.30320000001,2831.4523,482.8208,3195.9188,39.1613,566.6321,55.4788,3.08864975134522e-02,558.86,0
2013-10-04,4803.3121,3031.1572,365.5334,3294.9005,16.035795,675.8198,70.527243,2.42954682264515e-02,558.8,0
2013-10-05,6063.67430000001,3078.0746,438.5964,3492.2883,39.752751,716.005699999999,69.038324,2.94612554585977e-02,559.41,0
2013-10-06,4420.5747,2251.4663,440.348,2964.8454,46.920594,554.807299999999,80.511311,2.81842136344093e-02,559.78,0
2013-10-07,3494.6093,2953.088,349.4736,3450.6294,25.804152,626.447099999999,32.750506,2.81924886999093e-02,559.76,0
2013-10-08,1973.7346,421.6353,95.3805,681.0408,32.867322,110.5863,15.979701,2.32687721916413e-02,559.8,0
2013-10-09,0,1503.9854,148.6875,1490.2017,41.367881,280.1453,21.747432,3.85205959262046e-02,559.8,0
2013-10-10,4264.5079,2037.0661,428.407900000001,2777.6254,31.1616,502.3266,71.8591,2.69626159636793e-02,559.8,0
2013-10-11,5503.5479,2117.0363,311.9159,2909.1542,38.657547,565.6564,85.527005,2.66818187392184e-02,559.76,0
2013-10-12,4334.4944,2066.5895,349.5637,2427.1193,70.414833,550.731300000001,98.993574,2.55302770125542e-02,559.79,1
2013-10-13,6171.44960000001,2268.7853,508.9639,3229.1877,77.547456,635.3586,154.31591,3.26120389270216e-02,559.8,0
2013-10-14,4969.58010000001,2912.1708,488.1752,3716.2986,49.383576,805.061899999999,79.53892,3.32545132730151e-02,559.82,0
2013-10-15,3322.4139,623.6058,174.689,1289.5641,59.09471,229.626,113.266943,2.65154749643519e-02,559.82,0
2013-10-16,0,1104.8495,144.4452,1148.422,62.093845,284.9694,32.757517,4.24214361275433e-02,559.82,0
2013-10-17,4831.7487,1768.3776,433.0618,2582.4267,22.0202,602.462999999999,52.3261,3.33589096266165e-02,559.82,0
2013-10-18,7082.15940000001,2080.3543,316.5323,2764.7413,66.416387,676.2065,167.549771,2.91523629721613e-02,559.82,0
2013-10-19,7403.04000000001,2369.5764,454.0429,3655.8388,74.229824,917.732100000001,133.945576,3.28628754773793e-02,559.82,0
2013-10-20,5585.4311,2282.7231,444.0285,3227.0885,118.583382,594.9341,145.75021,2.94955821069607e-02,559.84,0
2013-10-21,2699.7131,1265.1237,252.6886,2069.577,64.328713,382.5908,103.877076,3.8154568223623e-02,559.83,0
2013-10-22,582.6261,165.3758,52.2721,279.2258,46.804273,48.7248,56.032135,2.94771852726137e-02,559.82,0
2013-10-23,0,451.5799,90.7624,447.2053,111.768967,149.9501,173.770354,3.07573201541111e-02,559.82,0
2013-10-24,5105.0558,1708.1576,329.6709,2468.5309,33.5132,552.9172,62.9799,3.3980594477721e-02,559.82,0
2013-10-25,6432.48530000001,2297.8878,368.2876,2917.4531,94.271021,757.041599999998,210.779853,3.00438117773226e-02,559.81,0
2013-10-26,8185.11720000001,2826.926,545.6104,3579.6295,116.842043,937.225899999998,207.644184,3.61128898798421e-02,559.98,0
2013-10-27,5962.6213,2107.5211,652.131,2961.3524,60.975708,603.311,227.341648,3.77589796815341e-02,559.99,0
2013-10-28,6634.6278,2621.7337,594.8237,3280.8134,70.839673,738.717999999998,138.570083,3.76118037692482e-02,560.17,0
2013-10-29,5404.5607,645.1739,79.5799,1039.1343,51.983905,226.6241,28.366215,4.04793384517824e-02,560.18,0
2013-10-30,0,1362.7818,168.2964,1404.2443,110.688927,381.4168,153.115576,5.33084364074968e-02,560.18,0
2013-10-31,6989.7732,1663.8152,516.4138,2776.9924,152.0564,472.9736,293.3629,4.07726562274688e-02,560.18,0
2013-11-01,5572.6136,1820.1149,245.9511,3536.3286,104.443214,730.983,158.402568,2.58180877771019e-02,560.12,0
2013-11-02,5745.80390000001,2284.901,457.6713,3321.7304,77.067719,783.2863,108.52089,3.15855450540626e-02,560.12,0
2013-11-03,4463.59600000001,2283.0649,517.2557,3466.5484,89.583037,745.0262,236.234518,2.17752244234524e-02,560.3,0
2013-11-04,4318.0095,2006.1807,390.6637,3714.44700000001,67.361909,692.5937,113.530014,2.79675185968101e-02,560.43,0
2013-11-05,2389.0122,275.1039,30.0852,541.1524,52.471965,123.1628,22.800569,2.74433553794812e-02,561.04,0
2013-11-06,0,1116.956,208.2459,1453.0459,99.17385,218.5371,113.045317,3.74230314554549e-02,561.04,0
2013-11-07,5419.1916,2190.4122,562.5541,2960.2381,50.8925,597.3546,123.9342,3.12222939355453e-02,561.04,0
2013-11-08,5424.555,2044.8759,429.7073,3356.5003,83.071226,776.855,137.695112,2.49694319417448e-02,561.27,0
2013-11-09,7081.57090000001,2158.0072,457.9622,3184.0153,205.513565,737.8193,193.787764,2.92380456159253e-02,561.32,0
2013-11-10,5753.7666,1850.0363,518.8072,2812.6447,191.340511,693.0706,155.492834,3.00501797805133e-02,561.64,0
2013-11-11,5883.4353,2229.6116,409.3835,3075.2695,158.336157,737.8581,140.051949,3.52221922739768e-02,561.98,0
2013-11-12,3944.9305,907.1766,162.376,1373.5453,70.452969,298.6252,20.587085,3.66458556562719e-02,561.81,0
2013-11-13,0,880.9713,159.2189,1383.9993,215.006914,331.1868,133.286977,4.57115476152593e-02,561.81,0
2013-11-14,5273.579,1863.5876,473.6257,2582.9366,31.3142,544.4081,80.2876,3.69800775785118e-02,561.81,0
2013-11-15,7338.08180000001,2393.6108,379.8612,3436.9892,129.368697,758.967700000001,187.374795,3.57890138224657e-02,561.79,0
2013-11-16,6190.7852,1752.7635,372.984,2874.82930000001,76.938001,560.13,137.14178,3.51927257413438e-02,561.8,0
2013-11-17,5909.0788,1723.2918,376.151,3182.6935,239.170175,524.5499,290.40996,3.46476426417357e-02,561.79,0
2013-11-18,5489.12760000001,2281.949,478.8225,3974.22610000001,75.354954,726.1531,107.327888,3.46918692180583e-02,561.35,0
2013-11-19,3059.8013,500.4679,138.6346,1023.3561,76.75307,223.4046,45.196909,3.39770904249848e-02,560.74,0
2013-11-20,0,1051.5917,158.8204,1297.9029,105.946492,370.4325,113.221249,4.09595269615428e-02,560.74,0
2013-11-21,5729.8326,1798.5035,587.143999999999,2778.1805,49.6359,594.9651,159.0413,3.68358787991468e-02,560.74,0
2013-11-22,6023.76180000001,1949.6414,878.2075,2907.8342,96.553088,584.434100000001,304.142906,3.15865569736213e-02,559.99,0
2013-11-23,4490.076,1446.2841,973.0536,2129.1367,227.237935,501.2954,296.557163,3.04157915589385e-02,559.95,0
2013-11-24,5762.3036,1964.024,1517.7284,3261.0839,136.1291,692.8324,267.5591,3.49439267449381e-02,559.9,0
2013-11-25,3961.6101,2181.379,844.0457,2659.044,93.0531,517.0805,219.8134,3.09865032393034e-02,559.72,0
2013-11-26,3237.5536,657.0236,251.9758,1116.9688,13.986633,176.0554,42.523546,3.49315902651917e-02,559.53,0
2013-11-27,0,1022.3021,282.8794,1110.5644,113.931411,273.1278,147.491641,4.22329295350137e-02,559.53,0
2013-11-28,6230.2478,2006.4467,661.896699999999,2602.5594,78.0398,479.7519,119.539,4.58541250701575e-02,559.53,0
2013-11-29,8495.9893,1909.1693,493.3734,2799.995,171.279922,536.217400000001,216.275913,4.68458753578468e-02,559.15,0
2013-11-30,9625.31170000001,2269.8216,424.6993,2501.3107,414.864742,536.6893,582.273144,4.62054246780696e-02,558.4,0
2013-12-01,4902.1686,2122.4877,543.9553,3805.7125,127.828512,471.5535,254.193072,3.13986008178912e-02,557.95,0
2013-12-02,5438.6082,2514.7104,374.8753,3830.1391,126.91807,630.4617,205.891193,3.10405062868103e-02,557.88,0
2013-12-03,4008.4251,409.8487,266.6405,614.5712,75.706568,134.1516,27.60581,2.80468173004691e-02,557.75,0
2013-12-04,0,1321.1233,230.4518,2337.5473,137.406268,471.2309,143.71069,2.99563832565083e-02,557.75,0
2013-12-05,6981.7645,2328.2167,596.6632,3781.1668,102.727505,679.9486,167.32469,3.17982386484513e-02,557.75,0
2013-12-06,7894.56930000001,2416.9807,452.6189,3903.9451,131.423175,744.8625,254.75604,3.31499114166167e-02,557.77,0
2013-12-07,10315.4752,2860.0865,603.1173,4101.11750000001,238.465167,844.6698,208.740807,3.78184267988734e-02,557.72,0
2013-12-08,9936.20920000001,2681.4802,732.1641,4325.29,207.885051,667.066,285.792872,3.89677210718297e-02,557.64,0
2013-12-09,8856.126,2888.5151,313.2522,4263.214,271.714355,762.7584,272.18373,3.90821298945152e-02,557.61,0
2013-12-10,12543.0528,626.2771,149.8849,1426.2152,96.778973,191.0546,62.663969,4.74457812692849e-02,557.6,0
2013-12-11,0,2137.0511,351.1987,2920.9059,221.969594,528.0486,222.391466,4.32812350598827e-02,557.6,0
2013-12-12,8457.72810000001,2751.2654,517.3958,3786.4379,269.016495,626.4508,268.741495,3.60751096642978e-02,557.6,0
2013-12-13,10685.0747,2766.897,441.1478,4012.62680000001,192.444254,708.7571,252.598677,3.46355547963199e-02,557.61,0
2013-12-14,9737.1499,3361.3481,636.9267,4459.51080000001,177.182943,838.6855,276.460124,3.61092454884549e-02,557.64,0
2013-12-15,8637.55330000001,3036.3585,618.1488,4618.3208,218.201635,652.4826,293.731691,3.30386621120248e-02,557.62,0
2013-12-16,8332.2392,3923.6471,706.696999999999,5919.0304,322.856251,999.5425,220.431432,3.09216959134062e-02,557.63,0
2013-12-17,12488.5683,1044.1053,273.0775,2137.122,75.998219,343.4333,5.726835,4.59961009550591e-02,557.64,0
2013-12-18,0,1997.1828,375.1402,2724.8641,245.385007,517.736,233.686435,3.05386281411813e-02,557.64,0
2013-12-19,9704.04600000001,2654.288,752.5552,4833.0858,230.481251,726.3622,298.409984,3.12145354613868e-02,557.64,0
2013-12-20,10464.5532,2854.8164,675.9624,5300.8209,343.546037,862.745699999999,336.889992,2.96434572749197e-02,557.96,0
2013-12-21,11025.773,3244.5198,692.3569,4742.83510000001,275.15603,932.9552,407.09705,2.90680763846695e-02,559.02,0
2013-12-22,9781.3665,3183.1816,754.6114,5820.332,335.099807,837.035,411.80983,3.13091361344843e-02,561.04,0
2013-12-23,7637.69950000001,2766.8365,702.9928,4796.8312,260.806064,728.1547,232.047677,3.09796373834395e-02,561.8,0
2013-12-24,5786.4819,500.0166,179.4097,1135.1401,39.832288,152.928,43.302901,3.68827678681353e-02,560.77,0
2013-12-25,0,1373.7029,221.6755,2150.5154,48.4837,366.4712,86.7476,4.73920563114671e-02,560.77,1
2013-12-26,10569.3258,2490.1511,714.9767,4221.11150000001,153.0754,553.571400000001,118.0363,3.81954610416253e-02,560.77,0
2013-12-27,10677.2644,2703.4191,514.5855,4365.2512,306.482437,710.0522,380.649143,3.43736458108787e-02,560.84,0
2013-12-28,11960.0028,3242.7268,836.300099999999,5124.81129999999,315.209687,830.6115,389.44068,3.60277460814096e-02,561.08,0
2013-12-29,9311.8797,2496.5542,886.8339,4149.2079,503.235992,575.846900000001,669.24574,3.63386900233913e-02,561.09,0
2013-12-30,7179.31930000001,2060.0252,485.9311,2975.1896,118.032473,625.6674,180.932752,3.80524042141569e-02,561.1,0
2013-12-31,5447.3766,994.8786,295.9227,1549.7538,247.7097,361.5003,269.4432,4.9380520222663e-02,561.1,1
2014-01-01,0,23.3037,3.9569,24.5594,0,14.4134,0.1073,0,561.1,1
2014-01-02,2180.5212,1327.082,441.7203,1847.5536,24.1034,340.2312,36.5025,2.18659795389904e-02,561.1,0
2014-01-03,3183.2784,1384.9163,344.058,2125.6164,62.012664,490.6852,51.058704,2.19633628462443e-02,561.1,0
2014-01-04,3556.7984,1280.871,514.6441,2147.4568,17.190341,551.4428,14.0270209999999,2.8758217090075e-02,561.09,0
2014-01-05,2837.8777,1251.3694,701.3835,2088.8299,17.148351,527.3698,-16.7202230000001,2.45899018404118e-02,561.6,0
2014-01-06,2797.9759,1461.0584,487.415600000001,2843.0974,-12.748,526.4082,-71.257049,3.32894817779227e-02,561.87,0
2014-01-07,1927.2113,244.8085,168.385,386.6441,-9.68396700000001,94.0783,-68.220277,1.7906810145789e-02,561.98,0
2014-01-08,0,811.8315,188.8219,1310.7746,34.376686,298.6298,15.133975,3.55854644417038e-02,561.98,0
2014-01-09,3848.3998,1574.3239,690.1622,2588.1229,-39.7709,537.1079,-55.7355,2.64585188703115e-02,561.98,0
2014-01-10,4049.4174,1596.6573,466.3329,2282.9918,57.99517,563.7429,13.949644,2.94548915003111e-02,561.95,0
2014-01-11,5222.9794,1702.9861,646.3272,3024.1278,34.408119,714.031999999999,-104.383578,3.18882292758676e-02,561.94,0
2014-01-12,4132.9372,1469.0033,774.0848,2475.2856,59.678207,548.174,53.578448,3.20428614277229e-02,561.76,0
2014-01-13,3777.8686,1718.7969,570.8505,2712.0902,26.498408,653.539099999999,-24.943401,3.86981126796701e-02,561.19,0
2014-01-14,2718.4038,454.9852,294.4036,996.446199999999,29.846792,195.7938,-2.000241,3.5427333903013e-02,560.76,0
2014-01-15,0,745.6477,221.3051,1146.8687,58.726552,240.3296,38.121836,5.6189847384364e-02,560.76,0
2014-01-16,4019.7806,1757.4806,737.6191,2721.8807,30.7402,535.3528,60.105,2.97839340505211e-02,560.76,0
2014-01-17,4727.9211,1278.8559,406.2599,1697.7849,199.079094,410.3181,87.994797,3.05659058400209e-02,560.62,0
2014-01-18,7036.4936,3004.8932,853.290400000001,4066.0276,85.700929,932.268899999998,113.679411,2.94487154020892e-02,560.62,0
2014-01-19,4590.554,1622.2316,597.6734,2425.8999,70.007981,531.0373,110.15784,2.92748883074945e-02,560.6,0
2014-01-20,4466.5146,1788.6117,491.474600000001,3067.5164,47.208854,602.5225,48.596052,3.89371785613458e-02,560.59,0
2014-01-21,3932.4933,1560.4315,500.568200000001,2597.529,82.148326,550.4475,85.070602,4.84951334237945e-02,560.59,0
2014-01-22,0,5.7133,9.6002,2.9357,50.826287,0,23.812507,7.89985214480754e-02,560.59,0
2014-01-23,4683.6536,1438.192,690.577,2408.6781,90.0394,465.3825,58.2379,3.38859599887248e-02,560.59,0
2014-01-24,8002.1059,2790.4752,704.778600000001,4156.8689,65.379727,874.073799999999,106.247471,3.63604220030793e-02,560.61,0
2014-01-25,7137.0066,2257.0709,597.8184,3060.5289,98.554721,680.2506,152.787699,3.32252446768115e-02,560.66,0
2014-01-26,6211.2588,2084.9452,706.9075,3179.945,102.33396,553.8895,183.535255,3.72831848048958e-02,560.62,0
2014-01-27,6811.58330000001,2975.7192,628.0842,3966.4156,85.188007,776.9081,178.760075,4.3458030092147e-02,560.96,0
2014-01-28,5141.6541,1805.3102,328.5327,2239.8498,86.612436,513.7311,150.598346,5.26940352944998e-02,561.38,0
2014-01-29,0,1.1594,0.1714,4.1969,45.428644,0.1011,18.772173,0,561.38,0
2014-01-30,7403.19540000001,2179.0217,653.0621,3237.4458,81.1201,678.1575,125.5235,3.99498836518609e-02,561.38,0
2014-01-31,8548.7661,2303.6189,511.3751,3462.3714,179.393173,839.9983,226.895796,4.09218905223131e-02,561.42,0
2014-02-01,5392.5564,2067.3709,510.0577,3504.341,59.953669,760.184799999999,96.598448,3.20764076932909e-02,562.7,0
2014-02-02,4185.0401,1942.0075,662.8676,3550.1188,51.261184,640.2062,85.032508,2.93353845820528e-02,562.77,0
2014-02-03,4099.2659,2065.6529,674.5867,3609.7816,51.263963,722.338599999999,42.199992,3.25809518504718e-02,563.62,0
2014-02-04,2833.7416,511.2643,167.3035,935.4124,63.859142,212.3763,101.849549,2.60787526854679e-02,564.19,0
2014-02-05,0,814.6751,171.5042,1263.002,36.273614,278.4014,22.325335,3.83372967445959e-02,564.19,0
2014-02-06,2563.1431,1188.8725,513.9008,2013.9871,12.1232,438.4429,60.5969,1.87291102648599e-02,564.19,0
2014-02-07,7279.609,3099.9378,779.7798,4711.4248,75.266968,1189.5916,111.192587,1.38650824593574e-02,564.53,0
2014-02-08,5137.9222,1949.0649,603.5592,2870.703,49.009804,801.673199999998,73.176366,2.22274306255623e-02,565.82,0
2014-02-09,5434.7317,2215.9678,762.3395,3520.97250000001,62.246076,746.7158,165.929259,2.08956732297262e-02,566.31,0
2014-02-10,4034.8527,1901.6798,586.7878,2953.6099,54.37278,637.8421,96.6868279999999,2.60260684842491e-02,566.38,0
2014-02-11,3557.6547,545.9295,201.9925,961.658599999999,93.5191090000001,226.9995,72.1909,3.08965139255735e-02,566.16,0
2014-02-12,0,1153.6593,220.9488,1487.31,47.854888,458.5388,32.222781,3.48465978804302e-02,566.16,0
2014-02-13,4739.6256,1708.0326,729.8273,2751.722,39.1719,584.7515,63.892,2.88067754840358e-02,566.16,0
2014-02-14,5916.3883,2182.7036,513.6134,3102.11319999999,121.829182,880.090299999999,156.560133,2.51052576502412e-02,566.77,0
2014-02-15,7776.5482,2438.1246,671.1126,3239.7621,36.488717,772.887599999999,106.71566,2.9841079017817e-02,566.9,0
2014-02-16,5647.148,1324.223,518.5115,2139.7301,67.998427,496.7849,146.070141,3.24909441701045e-02,567.49,0
2014-02-17,7384.9882,2729.5313,698.5134,3487.1554,47.28116,818.468599999998,126.303991,3.1717383630593e-02,568.78,0
2014-02-18,4508.7118,1740.4954,463.1627,2632.2167,61.382093,522.093900000001,93.399611,3.73169510438689e-02,568.92,0
2014-02-19,0,1192.4802,201.1869,1416.3753,49.5973,285.946,22.290043,5.09604547283965e-02,568.92,0
2014-02-20,5902.6414,1410.5572,732.0102,2447.3023,59.0769,433.790400000001,58.379,2.93906127290352e-02,568.92,0
2014-02-21,8968.248,3335.8255,862.5206,4778.9968,144.455899,994.561499999999,236.094715,2.59812460722503e-02,568.93,0
2014-02-22,7519.2758,2290.532,705.03,3379.6241,158.530432,766.793299999999,68.288112,2.62270270387423e-02,568.9,0
2014-02-23,6018.5123,2087.8616,803.6332,3294.0294,74.460021,674.7684,205.664291,3.34062146347698e-02,568.87,0
2014-02-24,6395.9304,2363.998,720.1651,3637.06220000001,94.293877,936.052299999999,202.082076,2.98606915702414e-02,568.77,0
2014-02-25,7716.4027,1990.6904,390.6853,2851.8617,78.826992,706.625299999999,364.210716,5.03628277632215e-02,568.37,0
2014-02-26,0,5.2427,2.4685,4.4593,35.184563,0.7518,16.258812,5.82676092813868e-02,568.37,0
2014-02-27,6616.2252,1574.4169,765.1944,2662.5111,117.4005,511.273300000001,210.8961,4.18834278112799e-02,568.37,0
2014-02-28,14792.6368,2977.5431,708.0968,4235.81950000001,258.722304,1022.4461,354.408298,4.49799781799584e-02,568.16,0
2014-03-01,5019.4953,2025.8255,538.2696,3694.8975,72.5913,864.876299999999,73.5542,2.60857891272974e-02,567.96,0
2014-03-02,4012.3933,1549.8985,658.552,2943.4218,57.9256,564.945699999999,78.6555,2.46974310219534e-02,567.29,0
2014-03-03,4047.4915,2518.7072,588.713099999999,4508.23650000001,48.4801,847.4824,36.151,2.5355592642849e-02,567.26,0
2014-03-04,2234.6428,1254.7808,257.3389,2224.786,37.9345,550.1621,44.2905,3.6378208635185e-02,567.27,0
2014-03-05,0,158.2148,50.7064,402.9361,49.8493,81.8091,26.9506,4.09372047329623e-02,567.27,0
2014-03-06,4685.4645,2117.1723,720.460599999999,3160.9863,20.8584,844.231300000001,55.6866,2.3798907341584e-02,567.27,0
2014-03-07,5428.53700000001,2735.9494,600.9436,3726.9767,146.14,854.9134,87.1169,1.64651812592997e-02,567.4,0
2014-03-08,5358.97450000001,2392.1697,647.4705,3158.7777,90.9925,807.3366,159.7423,2.31939222155096e-02,567.44,0
2014-03-09,4363.4602,1839.5969,675.9319,2697.2558,86.7281,594.4752,153.8364,2.15172864743443e-02,567.98,0
2014-03-10,4493.6231,3010.755,527.864599999999,3981.23200000001,88.9463,803.193199999999,88.0358,2.56485397282824e-02,568.09,0
2014-03-11,3410.2691,1945.9552,377.1353,2795.2663,56.613,614.7654,72.0854,3.1673425720783e-02,567.83,0
2014-03-12,0,65.106,7.8471,52.4704,41.7871,11.7197,20.9289,3.53026477378956e-02,567.83,0
2014-03-13,4960.5774,2011.4621,755.0604,2906.7003,32.5432,569.4978,60.0731,2.31983845358172e-02,567.83,0
2014-03-14,7305.6363,2953.2427,730.827799999999,3731.9781,84.7596,790.3863,121.12,2.04772516088935e-02,567.72,0
2014-03-15,6490.2876,2300.8576,650.1473,2847.0617,246.8836,724.2681,156.4911,2.17848652988378e-02,567.21,0
2014-03-16,6275.4701,2631.7894,923.3414,3472.0858,161.2542,681.465899999999,160.4616,1.87318483270593e-02,566.17,0
2014-03-17,5524.19640000001,2228.6496,565.6477,3423.7839,65.3803,817.4135,123.6933,2.04920623178708e-02,565.53,0
2014-03-18,6433.7035,1473.0064,358.1063,2405.8546,88.0058,465.965099999999,126.227,2.13736693650408e-02,564.43,0
2014-03-19,0,1224.3159,178.7894,1682.6431,40.2114,416.2747,18.2242,3.52251929870163e-02,564.43,0
2014-03-20,7412.0028,2092.8861,727.557199999999,3284.6982,33.165,702.669400000002,96.6241,2.62360972556476e-02,564.43,0
2014-03-21,6411.539,2022.6954,448.924499999999,2900.6402,96.0309,686.272099999999,267.8023,2.06145686003309e-02,564.07,0
2014-03-22,5375.3043,1639.0847,441.7826,2315.9257,87.0946,564.332,113.4467,2.34737784358616e-02,564.04,0
2014-03-23,13499.9266,4600.7361,1431.2332,6089.14399999999,98.5462,1334.7665,253.3805,2.20321574860291e-02,564.3,0
2014-03-24,5764.1668,2885.253,697.2241,4169.23640000001,62.813,847.6954,260.5542,2.22858372351644e-02,564.85,0
2014-03-25,3875.6452,1859.649,469.5289,2366.4486,47.756,715.194799999999,102.9767,2.60981982699132e-02,564.89,0
