Date,Prod A,Prod B,Prod C,Prod D,Prod E,Prod F,Prod G,Disc Prod A,Exchange_rate,Holidays
2013-05-17,5912.5355,2686.7539,438.0129,3179.4129,58.980852,800.974200000001,100.658349,3.19396038474219e-02,543.21,0
2013-05-18,6383.54520000001,2673.1325,524.284900000001,2971.03239999999,187.200776,716.6909,95.568992,2.96165688869173e-02,543.38,0
2013-05-19,5671.2532,2196.6757,503.2487,2524.5515,57.510185,650.374900000001,88.463648,3.2399384143111e-02,543.64,0
2013-05-20,4469.6891,2003.9273,433.7295,2493.4372,24.045259,650.862000000001,30.926525,3.22124626980314e-02,543.63,0
2013-05-21,3782.6909,1794.6964,333.5981,2472.1144,57.458125,591.2005,113.968908,3.53116020803348e-02,543.65,0
2013-05-22,0,157.5333,73.0935,163.2946,39.852696,46.1075,12.436284,3.24999838457683e-02,543.65,0
2013-05-23,3016.0185,1535.1659,480.3032,2116.3374,26.8383,426.9362,76.8163,3.44224573497724e-02,543.65,0
2013-05-24,6694.26,2125.3671,549.9172,3281.3716,67.705133,680.2026,146.081004,3.15521838628528e-02,543.86,0
2013-05-25,7200.2212,2454.6601,501.0637,3070.2013,59.227673,678.8557,105.790996,3.16976271275444e-02,544.39,0
2013-05-26,6725.7904,2137.126,464.9406,2649.6595,84.82469,635.9833,205.530091,3.55014326062053e-02,544.6,0
2013-05-27,5898.4563,1887.8071,403.5466,2425.2559,39.690462,518.0153,93.965834,3.45458133864586e-02,544.36,0
2013-05-28,4966.4155,1708.3207,338.7555,2455.7374,224.039128,596.0714,378.015142,4.07350257693199e-02,544.17,0
2013-05-29,0,96.3302,7.124,37.6056,41.004923,9.851,14.544596,2.14350203484283e-02,544.17,0
2013-05-30,5091.297,1711.5106,430.205,2236.8813,31.2212,505.0708,90.3441,4.06659159722836e-02,544.17,0
2013-05-31,7601.0731,2129.8543,363.1387,2779.6615,175.946296,649.3463,215.251093,3.58099861402053e-02,544.26,0
2013-06-01,4235.3538,2083.6865,369.8828,2564.3807,121.336394,644.063400000001,104.178444,2.86523809036748e-02,544.5,0
2013-06-02,4721.8898,2375.1506,442.5731,3473.5464,113.917099,834.171000000001,153.471822,2.85843880784174e-02,544.71,0
2013-06-03,3992.2888,2366.8526,416.6636,3212.7639,52.978072,770.6408,57.448666,3.14725399680471e-02,544.99,0
2013-06-04,3710.5932,1918.342,367.9172,2808.5988,62.763821,632.5254,48.498775,3.89727959276857e-02,546.81,0
2013-06-05,0,218.6505,40.7645,299.1278,33.530412,87.8062,12.260663,3.52051686659495e-02,546.81,0
2013-06-06,3580.7168,1781.6003,429.4519,2557.1863,25.0752,564.9219,70.4592,4.09211400589218e-02,546.81,0
2013-06-07,6169.0185,2309.0234,365.7251,3002.2139,54.932342,698.321800000002,76.274208,3.84957364874314e-02,547.42,0
2013-06-08,5980.1728,2678.0354,580.3651,3247.70509999999,91.976118,786.887600000002,91.429936,3.80830509751804e-02,548.09,0
2013-06-09,6163.60110000001,2302.3032,551.1924,2727.1457,75.232861,698.688200000002,83.248508,4.14569644737469e-02,548.12,0
2013-06-10,5424.5981,2060.3791,418.3926,2429.5541,49.891952,558.1457,64.253075,4.1230795490853e-02,548.88,0
2013-06-11,3378.3903,1926.8288,314.5159,2589.6372,66.42743,733.4463,103.93049,3.71824614977584e-02,549.04,0
2013-06-12,0,106.8611,42.4135,120.948,49.599689,30.9196,14.903164,1.74268918874548e-02,549.04,0
2013-06-13,3963.9028,1586.4153,465.2089,2276.2292,25.6659,490.843400000001,77.3107,4.25777593372391e-02,549.04,0
2013-06-14,5330.1498,2225.6961,485.6931,3201.3512,69.006372,753.193500000002,100.796593,3.41130493710913e-02,548.83,0
2013-06-15,5471.1342,2301.9225,500.8156,2486.1569,68.919245,624.988900000002,104.571482,3.48457280884153e-02,548.77,0
2013-06-16,5358.7812,2092.2675,577.1904,2618.963,97.94211,728.058700000002,163.473789,3.83251513888132e-02,548.79,0
2013-06-17,4649.8578,2304.1414,414.1576,3029.9429,65.461115,686.817500000002,83.960471,3.64221407632755e-02,548.76,0
2013-06-18,3601.0822,1869.5007,282.4083,2636.0702,79.17118,620.0337,102.257703,3.78154382775522e-02,549.74,0
2013-06-19,0,31.5179,4.6957,70.5087,35.129163,8.8968,12.874338,3.85243246069099e-02,549.74,0
2013-06-20,3796.5138,1776.6844,504.2714,2278.8456,78.6128,549.8466,80.865,3.87394668214387e-02,549.74,0
2013-06-21,5904.3914,2287.8174,438.1317,2984.2667,149.555961,625.503300000002,120.288765,3.50899511253184e-02,552.54,0
2013-06-22,5702.275,2320.8118,536.3838,2945.8496,78.12273,708.493900000001,87.164953,3.43321578780043e-02,552.66,0
2013-06-23,6115.7247,2046.8174,698.4538,2891.6955,88.084867,594.806200000001,166.654342,3.78718454867163e-02,552.75,0
2013-06-24,6080.7004,2104.3311,458.9358,2777.5946,67.097581,555.526400000001,84.126667,4.35535719900782e-02,553.08,0
2013-06-25,4389.7091,1681.8828,267.9194,2449.748,76.12768,503.100500000001,56.582072,4.40725401166413e-02,552.9,0
2013-06-26,0,154.8629,20.4949,138.2759,50.87754,37.5539,34.529703,3.79323662028306e-02,552.9,0
2013-06-27,4783.7084,1433.8147,542.6205,2151.4943,133.8122,474.091200000001,90.6369,4.77149784780182e-02,552.9,0
2013-06-28,7873.73670000001,1966.2969,392.4804,2742.3244,147.224268,655.3956,198.860176,4.46179934225503e-02,552.93,0
2013-06-29,8812.21690000001,2309.0003,584.579,3125.4377,127.086884,681.596000000002,148.239337,4.56151123734558e-02,554.11,0
2013-06-30,11173.0853,3309.2334,763.0716,4054.62170000001,702.889066,832.146200000002,379.214243,4.78144988233911e-02,554.2,0
2013-07-01,1752.4589,860.531,169.3979,1390.007,56.001223,248.9753,36.105954,3.37562862380497e-02,554.14,0
2013-07-02,2605.3497,2024.3029,247.0518,3020.7642,47.338331,461.1647,32.502856,3.3867009623461e-02,554.11,0
2013-07-03,0,50.4688,9.4146,37.7313,42.270691,25.6428,12.879517,4.54155458547652e-02,554.11,0
2013-07-04,2934.8385,1162.1107,349.2521,1987.0666,53.736285,410.6946,66.069806,3.18827704603538e-02,554.11,0
2013-07-05,4792.9502,2420.3386,362.1616,3151.7434,52.023777,638.3787,105.132453,2.9743784741285e-02,554.1,0
2013-07-06,5413.9704,2553.3571,521.3626,3234.4248,75.842257,745.893300000001,81.301729,3.16785288529168e-02,554.69,0
2013-07-07,4984.6443,2209.1131,576.3352,3448.125,77.273052,678.611400000001,126.016856,3.16510703245515e-02,554.84,0
2013-07-08,4778.1717,2181.9104,507.4021,3060.924,21.866662,597.396900000001,51.508597,3.26952082436688e-02,554.88,0
2013-07-09,3299.4554,1926.6948,345.3236,2779.2028,65.389361,554.600500000001,71.586531,3.27117039258759e-02,555.16,0
2013-07-10,0,116.3054,15.7737,139.7189,57.814587,38.8327,39.238647,2.7850724506493e-02,555.16,0
2013-07-11,4076.96370000001,1876.0875,887.9023,2423.4581,30.107472,572.402600000001,82.174063,3.55182614195595e-02,555.16,0
2013-07-12,5786.19410000001,2464.099,522.2153,3252.7714,65.374959,683.312700000001,76.808905,2.94755378236067e-02,555.16,0
2013-07-13,6253.29880000001,2612.6282,565.3269,3369.6919,100.063728,835.309600000001,95.869859,3.10078948502528e-02,555.17,0
2013-07-14,5723.149,2501.1923,638.3171,3293.6459,82.924466,671.611700000001,137.748239,3.2711099695703e-02,554.74,0
2013-07-15,5059.27450000001,2305.9499,549.8865,3005.7573,33.15895,709.5807,57.016441,3.73073863615091e-02,554.16,0
2013-07-16,3723.9693,2032.5392,382.8619,2837.4446,91.516246,564.1177,167.07554,3.15129204828027e-02,554.04,0
2013-07-17,0,22.0854,7.6262,22.0738,40.115987,6.6461,23.740985,2.74330395526115e-02,554.04,0
2013-07-18,4114.666,1697.902,513.7999,2511.7332,54.5173,509.2797,108.3389,3.57158322582104e-02,554.04,0
2013-07-19,6113.20670000001,2521.7131,433.484,3197.3033,44.533507,678.8909,89.377035,3.34388314073903e-02,554.02,0
2013-07-20,7323.55300000001,2829.3884,612.2428,3331.6504,80.737137,747.38,116.493561,3.77334183922173e-02,554.03,0
2013-07-21,7827.75410000001,2322.4487,633.7145,3172.7374,76.5869,629.4416,149.865258,4.39216869035657e-02,554.03,0
2013-07-22,6804.64120000001,2212.8314,605.7952,3064.3307,74.012036,673.3335,120.08293,4.52694763914572e-02,554.12,0
2013-07-23,4450.9765,1800.0469,395.6211,2491.2393,167.283232,523.3522,107.740384,4.69341439664087e-02,554.3,0
2013-07-24,0,107.9258,41.6057,103.4617,61.974147,20.2468,35.151835,6.49401445331087e-02,554.3,0
2013-07-25,1355.8542,991.2091,323.9598,1490.1041,34.1145,347.8942,119.4358,5.09564559357906e-02,554.3,1
2013-07-26,5050.0033,1684.8076,335.2102,2617.1425,94.807662,524.2896,162.29063,4.17835824411683e-02,554.3,0
2013-07-27,7732.51770000001,2183.9521,619.4773,2982.0598,35.464715,638.8965,29.834867,4.1499306031891e-02,554.16,0
2013-07-28,10423.5612,2710.3371,965.8182,3928.649,150.084334,821.261600000001,241.083529,4.13380029274918e-02,554.16,0
2013-07-29,8092.41500000001,2350.0559,656.3046,3281.503,276.421942,669.494100000001,425.995528,4.11690898673463e-02,555.6,0
2013-07-30,9274.85720000001,3039.2199,841.6109,4181.17030000001,330.931433,919.389700000001,178.605276,4.69255777957787e-02,556.16,0
2013-07-31,0,8.4853,0.0857,10.6476,47.283984,1.6276,14.044552,0,556.16,0
2013-08-01,1015.5231,536.9189,109.4255,896.466,16.4973,166.8086,11.9304,1.99771221932435e-02,556.16,0
2013-08-02,1344.9859,1771.8582,353.3234,2665.073,44.1992,516.9818,63.6781,1.98055595185715e-02,555.91,1
2013-08-03,5135.3211,2350.7582,490.6696,3138.02700000001,96.748517,707.560200000001,76.114424,2.89529015628875e-02,555.91,0
2013-08-04,6011.8961,2648.6832,771.430200000001,3597.4958,92.011642,751.942700000001,153.341368,3.16995112978989e-02,555.87,0
2013-08-05,5085.37780000001,2287.864,475.5462,3195.0852,77.485598,650.505200000001,92.658342,2.83038615653987e-02,556.02,0
2013-08-06,4010.7419,2179.9853,360.8651,3213.99109999999,110.640238,710.4163,65.215349,3.42828972542316e-02,556.03,0
2013-08-07,0,31.4965,5.5656,57.9848,60.175922,14.939,15.976318,3.34012151895603e-02,556.03,0
2013-08-08,3829.4067,1726.0815,492.7223,2544.8515,29.6328,595.1078,64.9972,3.29277360522388e-02,556.03,0
2013-08-09,6366.4683,2481.0682,523.2655,3553.2215,80.120048,765.0475,116.495264,2.73305764103774e-02,555.93,0
2013-08-10,6903.591,2818.5222,579.8955,3665.5961,89.460577,886.359600000001,140.376737,2.95683201606551e-02,556.33,0
2013-08-11,7897.4566,2556.4816,711.349800000001,3867.9022,96.930586,823.870300000001,128.250882,3.15582720272053e-02,556.31,0
2013-08-12,6346.4976,2755.4066,598.806100000001,3930.3196,54.860951,931.7437,108.103113,3.31137378178336e-02,556.41,0
2013-08-13,2830.9619,1585.1134,202.9197,2250.562,48.18912,394.5259,43.893161,3.33941731207011e-02,556.18,0
